Run,n,Method,YVal,thetaVal,time,tau0
1,256,NaiveX,.3671267379814971,.3874870632529613,54547e-9,0
1,256,NaiveZ,.6130706304608617,.42409759479113496,23746e-9,0
1,256,FullInfo,.4759062608020705,.48869440904268674,21651e-9,0
1,256,MLE,.5820950719483534,.43315838822628144,641981e-9,.4221974458160251
1,256,MM,.5713030837788338,.43327953104580375,35061e-9,.44797113798992777
1,256,EmpBayesX,.5009363959297417,.4024703351059621,180469e-9,.9049454343165385
1,256,Rescaled,.5713030837788338,.43327953104580375,180469e-9,.45247271715826926
1,256,ExactStein,.5820950719483535,.4331583882262815,.012162441,.41
1,256,Box,.5826155135150316,.43324416669674587,.004225467,.4
1,256,Gauss,.5955100380839261,.4304898486852321,.006515563,.05
1,256,Sinc,.6130706304608617,.42409759479113496,.002315029,0
1,256,OracleX,.4497408022063487,.40972055987711836,176768e-9,.17843108181006165
1,256,OracleZ,.5812291665248901,.44141365156424345,152393e-9,.18303463609584072
1,256,Ridge,.5444474656095556,.4359200821435496,493638e-9,.18303463609584072
1,256,RidgeHalf,.5820950719483535,.4331583882262815,497899e-9,.18303463609584072
1,256,Regularization_.1,.6037047106917769,.42065711921633575,968349e-9,.18303463609584072
1,256,Regularization_1,.5710730950619318,.40064051730942424,.001072064,.18303463609584072
1,256,Regularization_.01,.6134803421968429,.42206716757879476,917156e-9,.18303463609584072
1,512,NaiveX,.4000173576456862,.38750888698973496,38552e-9,0
1,512,NaiveZ,.5772835245410723,.4208005315965337,35688e-9,0
1,512,FullInfo,.48558113477177944,.48893910419257236,35828e-9,0
1,512,MLE,.5489382443288253,.4231341706118421,.001074019,.40946325096709535
1,512,MM,.5499473983784493,.4226705265423113,53708e-9,.4171480991109869
1,512,EmpBayesX,.4439539904336498,.4026491690965482,474083e-9,.854851656749173
1,512,Rescaled,.5499473983784493,.4226705265423113,474083e-9,.4274258283745865
1,512,ExactStein,.5644358447118023,.4343943613818139,.023681154,.18
1,512,Box,.5432614218188669,.4242868075945301,.007605296,.55
1,512,Gauss,.5601097492212669,.4246176215115541,.010407888,.35
1,512,Sinc,.5718113985427424,.42929717649684696,.004398883,.1
1,512,OracleX,.4346622684892981,.40702358097988134,455575e-9,.17843108181006165
1,512,OracleZ,.5644358447118023,.4343943613818139,45795e-8,.1768704786365581
1,512,Ridge,.5303146702546071,.42093111061172295,698971e-9,.1768704786365581
1,512,RidgeHalf,.558288496469702,.4229056364491714,696807e-9,.1768704786365581
1,512,Regularization_.1,.5722346894018648,.4181826422704777,.001799252,.1768704786365581
1,512,Regularization_1,.5451997229893394,.3999078271049761,.002065625,.1768704786365581
1,512,Regularization_.01,.5770709132083626,.41925344952897375,.00177334,.1768704786365581
1,1024,NaiveX,.3844774156536733,.3672097985767666,7445e-8,0
1,1024,NaiveZ,.5568427343425306,.4012254471780938,66e-6,0
1,1024,FullInfo,.477793073088627,.4646997635668544,65581e-9,0
1,1024,MLE,.52951700440632,.4098773316577887,.001922801,.41550320076002906
1,1024,MM,.5278625171508913,.40938386415375944,91632e-9,.4503586788367223
1,1024,EmpBayesX,.40588562769617303,.38506366796446134,.00173353,.4811339356477027
1,1024,Rescaled,.5318047713044777,.4116547942007674,.00173353,.24056696782385134
1,1024,ExactStein,.54503959163081,.4125575040578978,.048445057,.17
1,1024,Box,.5315811768257054,.41107097761176714,.01510227,.4
1,1024,Gauss,.5466353561766544,.410971388071172,.019439204,.15
1,1024,Sinc,.5509023376320317,.4109536636313869,.010113367,.1
1,1024,OracleX,.4056912859412616,.3865539640038087,.00171195,.5305732829613239
1,1024,OracleZ,.527819013281314,.41368587217897224,.001780673,.27356123841462976
1,1024,Ridge,.5031314731542607,.40786601872730094,.001178013,.27356123841462976
1,1024,RidgeHalf,.5320544329196247,.4109346620052212,.001149028,.27356123841462976
1,1024,Regularization_.1,.554991965132114,.403125162436824,.003761093,.27356123841462976
1,1024,Regularization_1,.5215881729871558,.38848913613224134,.004139143,.27356123841462976
1,1024,Regularization_.01,.5570705517844574,.40118333421183694,.004714915,.27356123841462976
1,2048,NaiveX,.3882359913804637,.3674600263939004,144362e-9,0
1,2048,NaiveZ,.6132578260047274,.40491408826285025,133816e-9,0
1,2048,FullInfo,.5050444897389486,.46913726484293755,13214e-8,0
1,2048,MLE,.546984584816079,.41496802316189174,.003785188,.42947720085822644
1,2048,MM,.5394011839155655,.4154625697174884,179981e-9,.5013659817612468
1,2048,EmpBayesX,.42930957732900527,.38164846992531054,.007400173,.060152199091953275
1,2048,Rescaled,.5937212564005544,.412647097887617,.007400173,.030076099545976637
1,2048,ExactStein,.5734819323126531,.41600034667811736,.100952992,.24
1,2048,Box,.5788988358188711,.41618002203162896,.031351263,.2
1,2048,Gauss,.5688082859926086,.4165045419820508,.039049519,.25
1,2048,Sinc,.5788988358188711,.41618002203162896,.01913707,.2
1,2048,OracleX,.4146167224750654,.3873631172905282,.007397239,.46158228911371135
1,2048,OracleZ,.5838831291947424,.4172023836310557,.007300649,.1759326100396082
1,2048,Ridge,.5254666503697528,.4125922516992596,.002127156,.1759326100396082
1,2048,RidgeHalf,.5505622130587386,.41413698773474616,.003354546,.1759326100396082
1,2048,Regularization_.1,.5944692766316899,.4067931288446493,.006914985,.1759326100396082
1,2048,Regularization_1,.5420600335356249,.39137642976876547,.008256986,.1759326100396082
1,2048,Regularization_.01,.6130425450809781,.40492472337481544,.008446326,.1759326100396082
1,4096,NaiveX,.36242747987086205,.3667174229400684,287746e-9,0
1,4096,NaiveZ,.5792352473337072,.39816603446182086,285651e-9,0
