Run,n,Method,YVal,thetaVal,time,tau0
1,256,NaiveX,.1184726508919248,.07204709687769761,56641e-9,0
1,256,NaiveZ,.3996747925088514,.09505158466490733,28355e-9,0
1,256,FullInfo,.16709981271175445,.14361369176828293,2661e-8,0
1,256,Bayes,.28246762521876956,.10029866346308051,37435e-9,3
1,256,MLE,.36166691522071914,.061552932048325265,902559e-9,2.468557923544296
1,256,MM,.3996747925088514,.09505158466490733,41137e-9,0
1,256,EmpBayesX,.17647312278279229,.08710242047981002,249054e-9,3.2274595425385884
1,256,Rescaled,.29116840010148576,.09367141617171601,249054e-9,1.6137297712692942
1,256,Rescaled_0.125,.25275483382347824,.09855888231846496,249054e-9,25.819676340308707
1,256,Rescaled_0.25,.26672570494412395,.10142740718752002,249054e-9,12.909838170154353
1,256,Rescaled_1.0,.28289751866491236,.10107424582862914,249054e-9,3.2274595425385884
1,256,Rescaled_2.0,.29116840010148576,.09367141617171601,249054e-9,1.6137297712692942
1,256,Rescaled_4.0,.297719309919713,.09494008979423249,249054e-9,.8068648856346471
1,256,Rescaled_8.0,.297719309919713,.09494008979423249,249054e-9,.40343244281732354
1,256,ExactStein,.30283096798341774,.09491542475296341,.016134524,1.25
1,256,ImpulseStein,.28463290543062714,.09326783643067034,.013429711,1.8
1,256,OracleX,.14936082650850796,.09046052468307218,264279e-9,7.536258662461255
1,256,OracleZ,.2667265502526645,.10142836859231052,285302e-9,14.108043543880381
1,256,Ridge,.28246762521876956,.10029866346308051,.001016959,14.108043543880381
1,512,NaiveX,.08615037529970898,.06596167247681428,52521e-9,0
1,512,NaiveZ,.311891808063884,.08958461847771065,55593e-9,0
1,512,FullInfo,.1491338247532184,.1402661990861328,71518e-9,0
1,512,Bayes,.23567834353435274,.09554873899759657,69352e-9,3
1,512,MLE,.2851382289529206,.062159665812780235,.002077988,2.489248781098266
1,512,MM,.21916541666743564,.09503450981785547,82063e-9,43.69471549421709
1,512,EmpBayesX,.12481571852875901,.07328194603999225,914642e-9,1.1047065008878836
1,512,Rescaled,.2498754241857355,.09925474304121529,914642e-9,.5523532504439418
1,512,Rescaled_0.125,.2263301469997384,.0964426326956889,914642e-9,8.837652007103069
1,512,Rescaled_0.25,.237521138964284,.09683912769978462,914642e-9,4.418826003551534
1,512,Rescaled_1.0,.2474453471565161,.09673002552618287,914642e-9,1.1047065008878836
1,512,Rescaled_2.0,.2498754241857355,.09925474304121529,914642e-9,.5523532504439418
1,512,Rescaled_4.0,.25221697870343485,.09996607463663032,914642e-9,.2761766252219709
1,512,Rescaled_8.0,.2644832923252983,.09676928379022624,914642e-9,.13808831261098545
1,512,ExactStein,.24706115107840904,.0954917887816557,.030657251,1.66
1,512,ImpulseStein,.24524226284551065,.09638199354652711,.023858481,1.96
1,512,OracleX,.10103604902780156,.0792186774701393,775029e-9,6.6878454809475665
1,512,OracleZ,.2514676097526439,.10260510764201936,689683e-9,.30609610002028764
1,512,Ridge,.237521138964284,.09683912769978462,.001042102,.30609610002028764
1,1024,NaiveX,.056739118748197225,.06577598722609243,89467e-9,0
1,1024,NaiveZ,.2750280966390355,.08437785945394015,87861e-9,0
1,1024,FullInfo,.13943330107062596,.13346834290574677,87092e-9,0
1,1024,Bayes,.2022600569992843,.09410682734375589,101131e-9,3
1,1024,MLE,.24816017177588842,.06519710410233717,.002908401,2.6906080419141913
1,1024,MM,.20034780935018298,.0949584588031274,121523e-9,5.546700489110217
1,1024,EmpBayesX,.10208855945608412,.07867609149802551,.002375652,6.245659645296591
1,1024,Rescaled,.20313920805231162,.09442125440341884,.002375652,3.1228298226482956
1,1024,Rescaled_0.125,.18848088425800008,.0937916001116525,.002375652,49.96527716237273
1,1024,Rescaled_0.25,.18969914357961182,.09449881100012011,.002375652,24.982638581186364
1,1024,Rescaled_1.0,.1978376589522226,.09484646446498887,.002375652,6.245659645296591
1,1024,Rescaled_2.0,.20313920805231162,.09442125440341884,.002375652,3.1228298226482956
1,1024,Rescaled_4.0,.208915874256553,.0960979137894935,.002375652,1.5614149113241478
1,1024,Rescaled_8.0,.2166206363850988,.0968377564846628,.002375652,.7807074556620739
1,1024,ExactStein,.21060220830574022,.09529412365426079,.071804383,1.41
1,1024,ImpulseStein,.2749099004423294,.08776324939446903,.052938435,.02
1,1024,OracleX,.09530989641250721,.07947494878329467,.002255385,6.6878454809475665
1,1024,OracleZ,.2174515536143865,.09741285638078917,.002128064,.7061550733089496
1,1024,Ridge,.20034780935018298,.0949584588031274,.001637918,.7061550733089496
1,2048,NaiveX,.07975288306697552,.07055079833071015,177257e-9,0
1,2048,NaiveZ,.2842413548386199,.08654276614355974,177746e-9,0
1,2048,FullInfo,.1343851720404432,.13529228266000326,180539e-9,0
1,2048,Bayes,.20466886707296625,.09500784168524634,210292e-9,3
1,2048,MLE,.2544054315123137,.061426971238606326,.007310636,2.786570529983857
1,2048,MM,.19506762339264447,.09487401395251122,24186e-8,7.679538581372608
1,2048,EmpBayesX,.11156039167717896,.07654894247546147,.007188484,.7172769209692751
1,2048,Rescaled,.2296423932761334,.09420919599213518,.007188484,.35863846048463754
1,2048,Rescaled_0.125,.20035167837241585,.09497372307781057,.007188484,5.738215367754201
1,2048,Rescaled_0.25,.2064735836013948,.09461532198239125,.007188484,2.8691076838771004
1,2048,Rescaled_1.0,.22716643445136336,.09573633097814738,.007188484,.7172769209692751
1,2048,Rescaled_2.0,.2296423932761334,.09420919599213518,.007188484,.35863846048463754
1,2048,Rescaled_4.0,.2374964165558517,.09252444227928672,.007188484,.17931923024231877
1,2048,Rescaled_8.0,.24918709066869393,.09023103464980507,.007188484,.08965961512115939
1,2048,ExactStein,.2270206446271751,.0962493247472799,.141161386,.73
1,2048,ImpulseStein,.24847567472533819,.09031274945730386,.105649049,.1
1,2048,OracleX,.10169365403767147,.08049690919268152,.007145183,7.358038594490278
1,2048,OracleZ,.22247507683197437,.09725195148502798,.00738809,.7840623119605497
1,2048,Ridge,.2016042406136668,.09503184683401536,.004134046,.7840623119605497
1,4096,NaiveX,.06298426886033176,.06455289977164559,376584e-9,0
1,4096,NaiveZ,.24830390382741552,.0797998307373296,366038e-9,0
1,4096,FullInfo,.09709237001296472,.12624139394134268,367645e-9,0
1,4096,Bayes,.1825724637800849,.08804154720611304,398515e-9,3
1,4096,MLE,.22337264635256918,.056599599617888574,.011366459,2.970048761499622
1,4096,MM,.24830390382741552,.0797998307373296,508025e-9,0
1,4096,EmpBayesX,.09232318115614097,.07016401937978159,.030599701,.628157360512179
1,4096,Rescaled,.2128496210764351,.08573995171354735,.030599701,.3140786802560895
1,4096,Rescaled_0.125,.17863320138440372,.0881669980399621,.030599701,5.025258884097432
